nuts_name,nuts_code,unit_of_assessment_name,4*_fte,3*_fte,2*_fte,1*_fte,unclassified_fte,total_fte
Eastern Scotland,UKM7,Social Work and Social Policy,34.1888,44.6667,20.601,2.0035,0.2,101.66000000000001
Essex,UKH3,Social Work and Social Policy,1.0017,3.0051,7.584300000000001,2.7188999999999997,0.0,14.31
"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Social Work and Social Policy,30.984999999999996,35.283,20.583000000000002,4.0435,0.3555,91.25
Greater Manchester,UKD3,Social Work and Social Policy,2.391,12.021999999999998,10.165,2.6109999999999998,0.861,28.049999999999997
Hampshire and Isle of Wight,UKJ3,Social Work and Social Policy,18.657999999999998,27.332,15.673,1.975,0.462,64.1
Inner London - East,UKI4,Social Work and Social Policy,4.8389999999999995,19.5155,14.282999999999998,1.8125,0.0,40.449999999999996
Inner London - West,UKI3,Social Work and Social Policy,37.480000000000004,18.584000000000003,3.936,0.0,0.0,60.00000000000001
Kent,UKJ4,Social Work and Social Policy,27.29,20.7404,6.0038,0.5458,0.0,54.58
Lancashire,UKD4,Social Work and Social Policy,2.7624,18.759999999999998,16.2284,5.2092,1.36,44.32
"Leicestershire, Rutland and Northamptonshire",UKF2,Social Work and Social Policy,7.236000000000001,18.800800000000002,14.667,1.8562000000000003,0.0,42.56
Lincolnshire,UKF3,Social Work and Social Policy,0.56,4.367999999999999,5.824,0.44799999999999995,0.0,11.2
Merseyside,UKD7,Social Work and Social Policy,3.426,17.91,8.472,2.2680000000000002,0.124,32.2
North Yorkshire,UKE2,Social Work and Social Policy,18.144000000000002,11.088,4.032,0.0,0.336,33.599999999999994
Northern Ireland,UKN0,Social Work and Social Policy,11.896,23.16,11.522,0.956,0.266,47.8
Northumberland and Tyne and Wear,UKC2,Social Work and Social Policy,1.74,15.966000000000001,16.492,3.192,0.21,37.6
Outer London - West and North West,UKI7,Social Work and Social Policy,10.354,29.923000000000002,21.309,4.211,1.7029999999999998,67.5
Shropshire and Staffordshire,UKG2,Social Work and Social Policy,4.214,18.06,7.224000000000001,0.602,0.0,30.1
South Yorkshire,UKE3,Social Work and Social Policy,4.628,9.434000000000001,3.56,0.17800000000000002,0.0,17.8
"Surrey, East and West Sussex",UKJ2,Social Work and Social Policy,6.793000000000001,16.861,12.369,2.935,0.542,39.50000000000001
Tees Valley and Durham,UKC1,Social Work and Social Policy,6.9110000000000005,20.282000000000004,5.89,1.7670000000000001,0.0,34.85000000000001
West Central Scotland,UKM8,Social Work and Social Policy,19.755,32.608999999999995,24.433000000000003,4.761000000000001,0.542,82.1
West Midlands,UKG3,Social Work and Social Policy,7.935,20.445,10.413,2.418,0.489,41.699999999999996
West Wales and The Valleys,UKL1,Social Work and Social Policy,7.26,8.052000000000001,6.4319999999999995,0.9120000000000001,0.14400000000000002,22.799999999999997
West Yorkshire,UKE4,Social Work and Social Policy,24.689,39.1183,25.673299999999998,7.741999999999999,0.7974,98.02
"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Area Studies,25.596,28.44,13.508999999999999,3.555,0.0,71.10000000000001
Cheshire,UKD6,Area Studies,0.738,2.05,2.87,2.214,0.32799999999999996,8.2
Derbyshire and Nottinghamshire,UKF1,Area Studies,9.565,18.09,12.235,1.415,0.195,41.5
Devon,UKK4,Area Studies,6.542999999999999,5.234399999999999,2.6171999999999995,0.1454,0.0,14.539999999999997
East Anglia,UKH1,Area Studies,14.36,20.0,11.0,0.32,0.32,46.0
Eastern Scotland,UKM7,Area Studies,4.62,11.44,5.5,0.22,0.22,21.999999999999996
"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Area Studies,5.98,11.7,5.98,2.08,0.26,26.000000000000004
Hampshire and Isle of Wight,UKJ3,Area Studies,9.85,16.942,11.032,1.5759999999999998,0.0,39.4
Highlands and Islands,UKM6,Area Studies,1.2325,3.9875,1.8125,0.0,0.2175,7.25
Inner London - East,UKI4,Area Studies,2.975,3.57,1.7,0.255,0.0,8.5
Inner London - West,UKI3,Area Studies,37.6978,37.5096,30.5942,4.9084,0.0,110.71000000000001
"Leicestershire, Rutland and Northamptonshire",UKF2,Area Studies,2.115,9.87,9.4,2.115,0.0,23.5
South Yorkshire,UKE3,Area Studies,1.82,7.56,4.2,0.42,0.0,13.999999999999998
"Surrey, East and West Sussex",UKJ2,Area Studies,2.73,6.63,3.25,0.39,0.0,13.0
West Central Scotland,UKM8,Area Studies,2.16,6.156000000000001,2.2680000000000002,0.21600000000000003,0.0,10.8
West Midlands,UKG3,Area Studies,6.723999999999999,12.094000000000001,6.662,0.84,0.28,26.6
Bedfordshire and Hertfordshire,UKH2,"Music, Drama, Dance and Performing Arts",0.96,1.725,5.7940000000000005,2.714,0.907,12.100000000000001
"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Music, Drama, Dance and Performing Arts",20.6305,21.896499999999996,9.2375,0.7355,0.0,52.5
Cheshire,UKD6,"Music, Drama, Dance and Performing Arts",0.182,2.1839999999999997,3.003,3.185,0.5459999999999999,9.1
Cornwall and Isles of Scilly,UKK3,"Music, Drama, Dance and Performing Arts",3.1320000000000006,5.22,12.006000000000002,3.6540000000000004,2.088,26.100000000000005
Derbyshire and Nottinghamshire,UKF1,"Music, Drama, Dance and Performing Arts",4.725,4.095,1.68,0.0,0.0,10.5
Devon,UKK4,"Music, Drama, Dance and Performing Arts",6.807999999999999,10.7234,4.9155999999999995,1.613,0.0,24.059999999999995
East Anglia,UKH1,"Music, Drama, Dance and Performing Arts",7.615999999999999,9.408,4.48,0.8959999999999999,0.0,22.4
East Wales,UKL2,"Music, Drama, Dance and Performing Arts",5.676,5.544,1.98,0.0,0.0,13.2
East Yorkshire and Northern Lincolnshire,UKE1,"Music, Drama, Dance and Performing Arts",1.9035,8.036999999999999,9.306,1.9035,0.0,21.15
Eastern Scotland,UKM7,"Music, Drama, Dance and Performing Arts",9.3396,9.6064,5.1690000000000005,0.519,0.34600000000000003,24.98
Essex,UKH3,"Music, Drama, Dance and Performing Arts",1.6560000000000001,4.692,4.416,2.622,0.41400000000000003,13.8
"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Music, Drama, Dance and Performing Arts",10.52,13.6,7.455,1.925,0.0,33.49999999999999
Greater Manchester,UKD3,"Music, Drama, Dance and Performing Arts",18.345799999999997,22.216199999999997,15.046599999999998,3.2474,0.8240000000000001,59.67999999999999
Hampshire and Isle of Wight,UKJ3,"Music, Drama, Dance and Performing Arts",16.4364,10.040600000000001,6.0411,1.7919,0.62,34.93
"Herefordshire, Worcestershire and Warwickshire",UKG1,"Music, Drama, Dance and Performing Arts",0.0,1.4520000000000002,2.068,0.528,0.35200000000000004,4.4
Inner London - East,UKI4,"Music, Drama, Dance and Performing Arts",22.994999999999997,20.474999999999998,11.718,2.168,0.14400000000000002,57.5
Inner London - West,UKI3,"Music, Drama, Dance and Performing Arts",45.199999999999996,49.0055,25.729,4.09,2.3755,126.4
Kent,UKJ4,"Music, Drama, Dance and Performing Arts",16.86,20.663999999999998,11.14,2.392,0.544,51.6
Lancashire,UKD4,"Music, Drama, Dance and Performing Arts",0.0,2.415,5.06,2.415,1.61,11.5
"Leicestershire, Rutland and Northamptonshire",UKF2,"Music, Drama, Dance and Performing Arts",2.73,6.63,2.6,0.91,0.13,13.0
Lincolnshire,UKF3,"Music, Drama, Dance and Performing Arts",0.22399999999999998,3.2479999999999993,5.151999999999999,1.68,0.8959999999999999,11.2
Merseyside,UKD7,"Music, Drama, Dance and Performing Arts",3.19,8.0125,11.14,3.4075,0.0,25.75
North Eastern Scotland,UKM5,"Music, Drama, Dance and Performing Arts",1.7039999999999997,5.7936000000000005,2.6127999999999996,0.9087999999999999,0.3408,11.36
North Yorkshire,UKE2,"Music, Drama, Dance and Performing Arts",6.691,18.125999999999998,10.629,1.948,0.306,37.699999999999996
Northern Ireland,UKN0,"Music, Drama, Dance and Performing Arts",14.447,14.139,17.11,2.2039999999999997,0.0,47.9
Northumberland and Tyne and Wear,UKC2,"Music, Drama, Dance and Performing Arts",4.896,5.5328,4.0733,1.0282,0.059699999999999996,15.589999999999998
Outer London - East and North East,UKI5,"Music, Drama, Dance and Performing Arts",2.5009999999999994,8.278,4.554,1.813,0.35400000000000004,17.5
Outer London - West and North West,UKI7,"Music, Drama, Dance and Performing Arts",9.1805,13.723700000000001,14.068,6.3684,0.8994,44.24
Shropshire and Staffordshire,UKG2,"Music, Drama, Dance and Performing Arts",2.32,3.04,2.32,0.32,0.0,8.0
South Yorkshire,UKE3,"Music, Drama, Dance and Performing Arts",5.9616,4.4712,1.7388,0.2484,0.0,12.42
"Surrey, East and West Sussex",UKJ2,"Music, Drama, Dance and Performing Arts",21.475399999999997,31.7424,12.9249,3.931,1.0562999999999998,71.12999999999998
Tees Valley and Durham,UKC1,"Music, Drama, Dance and Performing Arts",7.897,5.513000000000001,1.192,0.298,0.0,14.9
West Central Scotland,UKM8,"Music, Drama, Dance and Performing Arts",7.3148,11.099799999999998,5.522799999999999,1.8948,0.1478,25.98
West Midlands,UKG3,"Music, Drama, Dance and Performing Arts",22.281999999999996,28.232300000000002,9.2449,0.9308,0.18,60.87
West Wales and The Valleys,UKL1,"Music, Drama, Dance and Performing Arts",12.958,26.4825,14.910499999999999,3.239,0.16,57.74999999999999
West Yorkshire,UKE4,"Music, Drama, Dance and Performing Arts",17.410999999999998,21.087,11.511999999999999,5.622999999999999,1.9669999999999999,57.599999999999994
"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Modern Languages and Linguistics,37.3842,59.7549,32.7142,6.2717,2.335,138.46
Derbyshire and Nottinghamshire,UKF1,Modern Languages and Linguistics,16.977700000000002,27.3021,19.4202,2.5041,0.0859,66.28999999999999
Devon,UKK4,Modern Languages and Linguistics,9.6,11.2,7.68,3.52,0.0,31.999999999999996
East Anglia,UKH1,Modern Languages and Linguistics,38.611999999999995,40.5426,15.4448,1.9306,0.0,96.52999999999999
East Wales,UKL2,Modern Languages and Linguistics,8.687,11.7725,5.9495000000000005,0.741,0.0,27.15
Eastern Scotland,UKM7,Modern Languages and Linguistics,37.8725,57.4355,24.512,3.364,0.866,124.05
Essex,UKH3,Modern Languages and Linguistics,5.04,5.417999999999999,1.764,0.37799999999999995,0.0,12.599999999999998
"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Modern Languages and Linguistics,9.892,15.213,12.548,3.1470000000000002,0.0,40.8
Greater Manchester,UKD3,Modern Languages and Linguistics,29.937,30.924999999999997,17.006,4.189,1.043,83.1
Hampshire and Isle of Wight,UKJ3,Modern Languages and Linguistics,9.555,11.025,3.92,0.0,0.0,24.5
Highlands and Islands,UKM6,Modern Languages and Linguistics,0.9279999999999999,2.61,1.9140000000000001,0.348,0.0,5.8
Inner London - East,UKI4,Modern Languages and Linguistics,15.671,14.812999999999999,6.895999999999999,1.57,0.0,38.949999999999996
Inner London - West,UKI3,Modern Languages and Linguistics,36.707899999999995,65.7294,31.184699999999996,5.9228000000000005,1.3252,140.86999999999998
Kent,UKJ4,Modern Languages and Linguistics,9.633,11.362,3.705,0.0,0.0,24.699999999999996
Lancashire,UKD4,Modern Languages and Linguistics,2.12,4.558,3.392,0.53,0.0,10.6
"Leicestershire, Rutland and Northamptonshire",UKF2,Modern Languages and Linguistics,0.6,5.28,5.52,0.6,0.0,11.999999999999998
Merseyside,UKD7,Modern Languages and Linguistics,5.46,9.66,5.25,0.63,0.0,21.0
North Eastern Scotland,UKM5,Modern Languages and Linguistics,4.62,9.02,5.72,2.64,0.0,22.0
North Yorkshire,UKE2,Modern Languages and Linguistics,6.336,5.632000000000001,0.9856,0.2816,0.8448,14.079999999999998
Northern Ireland,UKN0,Modern Languages and Linguistics,13.126,19.96,10.562,2.398,0.354,46.4
Northumberland and Tyne and Wear,UKC2,Modern Languages and Linguistics,17.4895,19.4883,10.9934,1.4990999999999999,0.4997,49.97
Outer London - East and North East,UKI5,Modern Languages and Linguistics,0.21,0.6,1.59,0.6,0.0,3.0
South Yorkshire,UKE3,Modern Languages and Linguistics,12.251999999999999,16.762,9.526,1.66,0.0,40.199999999999996
"Surrey, East and West Sussex",UKJ2,Modern Languages and Linguistics,8.33,11.27,4.655,0.245,0.0,24.500000000000004
Tees Valley and Durham,UKC1,Modern Languages and Linguistics,8.5,17.0,8.16,0.0,0.34,34.0
West Central Scotland,UKM8,Modern Languages and Linguistics,7.4159999999999995,10.49,8.19,1.884,0.22,28.199999999999996
West Midlands,UKG3,Modern Languages and Linguistics,21.154,48.736000000000004,22.509,3.8850000000000002,0.21600000000000003,96.5
West Wales and The Valleys,UKL1,Modern Languages and Linguistics,15.911999999999999,23.824,16.61,4.594,0.26,61.2
West Yorkshire,UKE4,Modern Languages and Linguistics,19.561,23.978,13.882,5.678999999999999,0.0,63.1
"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Theology and Religious Studies,12.198000000000002,14.526000000000002,10.668000000000001,1.308,0.0,38.7
Cheshire,UKD6,Theology and Religious Studies,0.888,2.997,6.326999999999999,0.888,0.0,11.1
Derbyshire and Nottinghamshire,UKF1,Theology and Religious Studies,4.713,6.9124,3.6133000000000006,0.47130000000000005,0.0,15.709999999999999
Devon,UKK4,Theology and Religious Studies,2.352,6.944,1.5679999999999998,0.33599999999999997,0.0,11.2
East Anglia,UKH1,Theology and Religious Studies,8.296,11.223999999999998,4.635999999999999,0.0,0.244,24.399999999999995
East Wales,UKL2,Theology and Religious Studies,3.0359999999999996,3.9559999999999995,1.932,0.27599999999999997,0.0,9.2
Eastern Scotland,UKM7,Theology and Religious Studies,13.384,16.044,10.374,0.7980000000000002,0.0,40.6
"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Theology and Religious Studies,1.965,5.46,5.507999999999999,0.9670000000000001,0.0,13.9
Greater Manchester,UKD3,Theology and Religious Studies,4.06,6.815,2.9,0.58,0.145,14.5
Hampshire and Isle of Wight,UKJ3,Theology and Religious Studies,0.504,3.0240000000000005,3.612,1.26,0.0,8.4
Inner London - West,UKI3,Theology and Religious Studies,21.441000000000003,27.653,17.828,2.575,0.403,69.9
Kent,UKJ4,Theology and Religious Studies,3.3544,5.7356,4.2124,0.5776,0.0,13.879999999999999
Lancashire,UKD4,Theology and Religious Studies,9.378599999999999,7.3689,5.1358999999999995,0.44659999999999994,0.0,22.33
Merseyside,UKD7,Theology and Religious Studies,1.341,5.513000000000001,5.662000000000001,2.086,0.298,14.900000000000002
North Eastern Scotland,UKM5,Theology and Religious Studies,5.51,7.41,4.56,1.33,0.19,19.000000000000004
North Yorkshire,UKE2,Theology and Religious Studies,0.14,1.61,3.99,1.12,0.14,7.0
Outer London - West and North West,UKI7,Theology and Religious Studies,0.43199999999999994,1.248,1.9679999999999997,1.152,0.0,4.8
South Yorkshire,UKE3,Theology and Religious Studies,0.84,2.04,1.12,0.0,0.0,4.0
Tees Valley and Durham,UKC1,Theology and Religious Studies,12.4,8.68,3.472,0.248,0.0,24.8
West Central Scotland,UKM8,Theology and Religious Studies,1.1945999999999999,4.7783999999999995,3.8009999999999997,1.0859999999999999,0.0,10.86
West Midlands,UKG3,Theology and Religious Studies,4.59,3.04,2.09,1.26,0.02,10.999999999999998
West Wales and The Valleys,UKL1,Theology and Religious Studies,1.148,3.9359999999999995,2.1319999999999997,0.9839999999999999,0.0,8.2
West Yorkshire,UKE4,Theology and Religious Studies,3.5640000000000005,6.482000000000001,3.064,1.155,0.035,14.3
Bedfordshire and Hertfordshire,UKH2,"Allied Health Professions, Dentistry, Nursing and Pharmacy",11.152,31.671,12.178999999999998,1.626,0.5720000000000001,57.199999999999996
"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Allied Health Professions, Dentistry, Nursing and Pharmacy",8.642,33.592,12.904,1.7319999999999998,0.6299999999999999,57.49999999999999
Cheshire,UKD6,"Allied Health Professions, Dentistry, Nursing and Pharmacy",0.69,8.74,10.35,2.99,0.23,23.000000000000004
Cumbria,UKD1,"Allied Health Professions, Dentistry, Nursing and Pharmacy",0.21,1.26,1.35,0.18,0.0,3.0000000000000004
Derbyshire and Nottinghamshire,UKF1,"Allied Health Professions, Dentistry, Nursing and Pharmacy",43.995,49.994,10.514,0.7559999999999999,0.441,105.7
Devon,UKK4,"Allied Health Professions, Dentistry, Nursing and Pharmacy",4.885999999999999,17.101,9.423,0.349,3.1409999999999996,34.9
Dorset and Somerset,UKK2,"Allied Health Professions, Dentistry, Nursing and Pharmacy",2.14,9.415999999999999,8.56,0.856,0.428,21.400000000000002
East Anglia,UKH1,"Allied Health Professions, Dentistry, Nursing and Pharmacy",11.149999999999999,14.084,2.966,0.0,0.0,28.2
East Wales,UKL2,"Allied Health Professions, Dentistry, Nursing and Pharmacy",37.056000000000004,42.277,7.1370000000000005,0.48,0.0,86.95
East Yorkshire and Northern Lincolnshire,UKE1,"Allied Health Professions, Dentistry, Nursing and Pharmacy",10.633,19.208,4.116,0.0,0.34299999999999997,34.3
Eastern Scotland,UKM7,"Allied Health Professions, Dentistry, Nursing and Pharmacy",18.682,37.86,19.581999999999997,0.408,0.6679999999999999,77.2
Essex,UKH3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",1.13,8.136000000000001,2.0340000000000003,0.0,0.0,11.300000000000002
"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Allied Health Professions, Dentistry, Nursing and Pharmacy",47.311400000000006,50.8206,16.328400000000002,1.1578,0.1618,115.78
Greater Manchester,UKD3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",72.06450000000001,97.57050000000001,41.8625,3.6174999999999997,1.0350000000000001,216.15
Hampshire and Isle of Wight,UKJ3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",23.997,29.853,4.212,0.0,0.23800000000000002,58.3
"Herefordshire, Worcestershire and Warwickshire",UKG1,"Allied Health Professions, Dentistry, Nursing and Pharmacy",0.222,3.441,4.662,1.665,1.11,11.099999999999998
Highlands and Islands,UKM6,"Allied Health Professions, Dentistry, Nursing and Pharmacy",0.884,2.7560000000000002,1.456,0.10400000000000001,0.0,5.2
Inner London - East,UKI4,"Allied Health Professions, Dentistry, Nursing and Pharmacy",38.211999999999996,74.968,23.022000000000002,3.0,0.998,140.2
Inner London - West,UKI3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",116.25479999999999,147.82299999999998,36.0831,1.3678000000000001,1.9313,303.46
Kent,UKJ4,"Allied Health Professions, Dentistry, Nursing and Pharmacy",4.583,15.848,8.35,0.278,1.141,30.199999999999996
Lancashire,UKD4,"Allied Health Professions, Dentistry, Nursing and Pharmacy",31.344600000000003,61.3168,27.782,4.121,0.49560000000000004,125.05999999999999
"Leicestershire, Rutland and Northamptonshire",UKF2,"Allied Health Professions, Dentistry, Nursing and Pharmacy",4.752,14.164,22.752,2.684,0.448,44.8
Lincolnshire,UKF3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",4.85,11.833999999999998,2.7159999999999997,0.0,0.0,19.4
Merseyside,UKD7,"Allied Health Professions, Dentistry, Nursing and Pharmacy",3.45,20.01,10.35,0.345,0.345,34.5
North Eastern Scotland,UKM5,"Allied Health Professions, Dentistry, Nursing and Pharmacy",2.295,7.155,3.78,0.27,0.0,13.499999999999998
North Yorkshire,UKE2,"Allied Health Professions, Dentistry, Nursing and Pharmacy",0.165,1.925,2.035,1.21,0.165,5.5
Northern Ireland,UKN0,"Allied Health Professions, Dentistry, Nursing and Pharmacy",53.28739999999999,84.032,18.9336,0.9644999999999999,1.0625,158.27999999999997
Northumberland and Tyne and Wear,UKC2,"Allied Health Professions, Dentistry, Nursing and Pharmacy",23.214000000000002,42.23400000000001,21.368000000000002,0.9840000000000001,0.0,87.8
Outer London - East and North East,UKI5,"Allied Health Professions, Dentistry, Nursing and Pharmacy",0.94,6.152,4.368,0.0,0.14,11.600000000000001
Outer London - South,UKI6,"Allied Health Professions, Dentistry, Nursing and Pharmacy",1.722,11.0208,4.305,0.0,0.1722,17.22
Outer London - West and North West,UKI7,"Allied Health Professions, Dentistry, Nursing and Pharmacy",8.940999999999999,33.803000000000004,31.149,6.058999999999999,0.14800000000000002,80.1
Shropshire and Staffordshire,UKG2,"Allied Health Professions, Dentistry, Nursing and Pharmacy",18.4716,21.1104,3.9581999999999997,0.0,0.43979999999999997,43.97999999999999
South Yorkshire,UKE3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",48.025499999999994,60.7446,11.2804,0.5595,0.0,120.60999999999999
"Surrey, East and West Sussex",UKJ2,"Allied Health Professions, Dentistry, Nursing and Pharmacy",38.873999999999995,43.754,8.922,0.275,0.275,92.1
Tees Valley and Durham,UKC1,"Allied Health Professions, Dentistry, Nursing and Pharmacy",1.92,8.96,4.64,0.48,0.0,16.0
West Central Scotland,UKM8,"Allied Health Professions, Dentistry, Nursing and Pharmacy",49.024,76.068,17.721,0.743,1.8439999999999999,145.39999999999998
West Midlands,UKG3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",37.897999999999996,72.304,19.337,2.17,1.991,133.7
West Wales and The Valleys,UKL1,"Allied Health Professions, Dentistry, Nursing and Pharmacy",30.907999999999998,37.929,9.259,0.40399999999999997,0.0,78.5
West Yorkshire,UKE4,"Allied Health Professions, Dentistry, Nursing and Pharmacy",30.444000000000003,58.294,9.418,0.444,0.0,98.60000000000001
"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Geography, Environmental Studies and Archaeology",46.70080000000001,65.73570000000001,38.328399999999995,3.9150999999999994,0.0,154.68
Cheshire,UKD6,"Geography, Environmental Studies and Archaeology",1.1340000000000001,1.98,3.5700000000000003,5.531999999999999,1.584,13.799999999999999
Cumbria,UKD1,"Geography, Environmental Studies and Archaeology",0.0,0.54,3.6,1.86,0.0,6.000000000000001
Derbyshire and Nottinghamshire,UKF1,"Geography, Environmental Studies and Archaeology",11.413999999999998,29.0655,20.5484,4.2921,0.39,65.71000000000001
Devon,UKK4,"Geography, Environmental Studies and Archaeology",23.709999999999997,43.599999999999994,21.584,3.3059999999999996,0.0,92.19999999999999
Dorset and Somerset,UKK2,"Geography, Environmental Studies and Archaeology",2.95,13.865,12.095,0.59,0.0,29.500000000000004
East Anglia,UKH1,"Geography, Environmental Studies and Archaeology",35.053,35.787000000000006,14.937999999999999,2.6220000000000003,0.0,88.4
East Wales,UKL2,"Geography, Environmental Studies and Archaeology",3.6764000000000006,5.777200000000001,3.2825,0.39390000000000003,0.0,13.130000000000003
East Yorkshire and Northern Lincolnshire,UKE1,"Geography, Environmental Studies and Archaeology",9.315,14.835,10.005,0.345,0.0,34.5
Eastern Scotland,UKM7,"Geography, Environmental Studies and Archaeology",21.915,39.30200000000001,23.125,2.458,0.0,86.80000000000001
Essex,UKH3,"Geography, Environmental Studies and Archaeology",2.275,7.175,7.525,0.525,0.0,17.5
"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Geography, Environmental Studies and Archaeology",25.755500000000005,24.3765,22.361,6.952999999999999,0.504,79.95000000000002
Greater Manchester,UKD3,"Geography, Environmental Studies and Archaeology",8.382,21.266000000000002,17.488,2.2640000000000002,0.0,49.400000000000006
Hampshire and Isle of Wight,UKJ3,"Geography, Environmental Studies and Archaeology",17.673,29.356,19.236000000000004,2.8150000000000004,0.22,69.3
"Herefordshire, Worcestershire and Warwickshire",UKG1,"Geography, Environmental Studies and Archaeology",0.22,2.75,5.61,2.42,0.0,11.0
Highlands and Islands,UKM6,"Geography, Environmental Studies and Archaeology",0.39599999999999996,5.411999999999999,5.94,1.056,0.39599999999999996,13.2
Inner London - East,UKI4,"Geography, Environmental Studies and Archaeology",10.659,15.361500000000001,4.0755,1.254,0.0,31.350000000000005
Inner London - West,UKI3,"Geography, Environmental Studies and Archaeology",68.1606,66.9563,30.8246,6.0405,0.348,172.33
Lancashire,UKD4,"Geography, Environmental Studies and Archaeology",0.5900000000000001,4.02,6.83,5.109999999999999,0.45,16.999999999999996
"Leicestershire, Rutland and Northamptonshire",UKF2,"Geography, Environmental Studies and Archaeology",13.885399999999999,35.8663,30.7794,2.9589,0.0,83.49
Merseyside,UKD7,"Geography, Environmental Studies and Archaeology",9.25,24.654,15.174,3.4080000000000004,0.7140000000000001,53.199999999999996
North Eastern Scotland,UKM5,"Geography, Environmental Studies and Archaeology",1.7420000000000002,7.102,4.288,0.268,0.0,13.400000000000002
North Yorkshire,UKE2,"Geography, Environmental Studies and Archaeology",7.8876,5.8218000000000005,3.9438,1.1268,0.0,18.78
Northern Ireland,UKN0,"Geography, Environmental Studies and Archaeology",8.316,10.472000000000001,9.24,2.464,0.308,30.800000000000004
Northumberland and Tyne and Wear,UKC2,"Geography, Environmental Studies and Archaeology",12.605999999999998,24.189,17.155,0.95,0.0,54.900000000000006
Outer London - South,UKI6,"Geography, Environmental Studies and Archaeology",0.8,3.0,5.4,0.8,0.0,10.0
Outer London - West and North West,UKI7,"Geography, Environmental Studies and Archaeology",1.6412,5.222,6.5648,1.1936,0.2984,14.920000000000002
South Yorkshire,UKE3,"Geography, Environmental Studies and Archaeology",10.801,22.04,8.530000000000001,1.129,0.0,42.5
"Surrey, East and West Sussex",UKJ2,"Geography, Environmental Studies and Archaeology",15.512999999999998,21.222,7.013999999999999,0.651,0.0,44.4
Tees Valley and Durham,UKC1,"Geography, Environmental Studies and Archaeology",36.5128,31.362500000000004,18.047700000000003,1.258,0.629,87.81000000000002
West Central Scotland,UKM8,"Geography, Environmental Studies and Archaeology",5.765,10.641,4.929,1.2149999999999999,0.0,22.55
West Midlands,UKG3,"Geography, Environmental Studies and Archaeology",7.5,11.5,5.5,0.5,0.0,25.0
West Wales and The Valleys,UKL1,"Geography, Environmental Studies and Archaeology",19.261400000000002,34.934,18.959,2.8863000000000003,0.3893,76.43
West Yorkshire,UKE4,"Geography, Environmental Studies and Archaeology",20.0,26.124,15.087,0.489,0.0,61.699999999999996
"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Mathematical Sciences,93.34099999999998,83.761,15.593,0.265,0.94,193.89999999999995
Cheshire,UKD6,Mathematical Sciences,0.135,1.08,4.455,1.08,0.0,6.75
Derbyshire and Nottinghamshire,UKF1,Mathematical Sciences,17.552,30.715999999999998,6.0335,0.5485,0.0,54.85
Devon,UKK4,Mathematical Sciences,7.236000000000001,28.97,11.498000000000001,0.14400000000000002,1.1520000000000001,49.00000000000001
East Anglia,UKH1,Mathematical Sciences,66.6765,83.8519,13.8039,1.4377000000000002,0.0,165.77
East Wales,UKL2,Mathematical Sciences,4.329000000000001,17.316000000000003,2.405,0.0,0.0,24.050000000000004
Eastern Scotland,UKM7,Mathematical Sciences,38.4043,80.57419999999999,17.1855,0.306,0.0,136.47
"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Mathematical Sciences,47.449,64.268,14.46,1.7229999999999999,0.0,127.89999999999999
Greater Manchester,UKD3,Mathematical Sciences,20.671999999999997,28.287999999999997,4.896,0.544,0.0,54.39999999999999
Hampshire and Isle of Wight,UKJ3,Mathematical Sciences,13.264,41.232,11.303999999999998,0.0,0.0,65.8
Inner London - East,UKI4,Mathematical Sciences,8.077499999999999,35.952,10.482,0.2385,0.0,54.75
Inner London - West,UKI3,Mathematical Sciences,74.6721,126.94579999999999,32.0895,3.7926,0.0,237.5
Kent,UKJ4,Mathematical Sciences,3.3079999999999994,20.5096,9.2624,0.0,0.0,33.08
Lancashire,UKD4,Mathematical Sciences,9.96,12.698999999999998,1.992,0.0,0.249,24.9
"Leicestershire, Rutland and Northamptonshire",UKF2,Mathematical Sciences,4.796,36.774,14.816,1.014,0.0,57.400000000000006
Merseyside,UKD7,Mathematical Sciences,5.1519,26.5521,7.926,0.0,0.0,39.63
North Eastern Scotland,UKM5,Mathematical Sciences,3.2340000000000004,14.322000000000001,5.5440000000000005,0.0,0.0,23.1
