,nuts_name,nuts_code,variable,period,population_estimate,inflow,outflow,net
605,Outer London - South,UKI6,internal_migration,2013,1269660,77300,80452,-0.002482554384638407
606,Outer London - South,UKI6,internal_migration,2014,1282817,77344,80732,-0.00264106259895215
607,Outer London - South,UKI6,internal_migration,2015,1293235,76211,82887,-0.005162248160620459
608,Outer London - South,UKI6,internal_migration,2016,1298132,83484,92510,-0.006953067946865188
609,Outer London - South,UKI6,internal_migration,2017,1302623,84255,94434,-0.007814233281617167
610,Outer London - South,UKI6,international_migration,2008,1203297,16306,9043,0.006035916319911044
611,Outer London - South,UKI6,international_migration,2009,1213616,15018,8268,0.005561891075925169
612,Outer London - South,UKI6,international_migration,2010,1227471,14929,7097,0.006380598808444354
613,Outer London - South,UKI6,international_migration,2011,1241951,12527,8856,0.0029558332011488378
614,Outer London - South,UKI6,international_migration,2012,1256876,11296,6470,0.0038396786954321667
615,Outer London - South,UKI6,international_migration,2013,1269660,13903,7384,0.005134445442086858
616,Outer London - South,UKI6,international_migration,2014,1282817,14753,7368,0.005756861656806856
617,Outer London - South,UKI6,international_migration,2015,1293235,15067,7812,0.005609962613136824
618,Outer London - South,UKI6,international_migration,2016,1298132,13242,8620,0.0035605007811224127
619,Outer London - South,UKI6,international_migration,2017,1302623,13102,6801,0.004837163170003908
620,Outer London - West and North West,UKI7,internal_migration,2008,1900833,117437,125633,-0.004311793829336928
621,Outer London - West and North West,UKI7,internal_migration,2009,1932752,117542,129142,-0.006001804680579816
622,Outer London - West and North West,UKI7,internal_migration,2010,1967549,115035,127483,-0.006326653110036904
623,Outer London - West and North West,UKI7,internal_migration,2011,1989348,120208,132920,-0.006390033317448732
624,Outer London - West and North West,UKI7,internal_migration,2012,2008934,117165,133128,-0.007946005194794851
625,Outer London - West and North West,UKI7,internal_migration,2013,2030705,120250,142333,-0.010874548494242147
626,Outer London - West and North West,UKI7,internal_migration,2014,2049916,118734,146771,-0.013677145795242342
627,Outer London - West and North West,UKI7,internal_migration,2015,2068056,119953,148779,-0.013938694116600325
628,Outer London - West and North West,UKI7,internal_migration,2016,2075644,137941,169890,-0.015392331247554975
629,Outer London - West and North West,UKI7,internal_migration,2017,2087576,142006,171432,-0.014095774237680448
630,Outer London - West and North West,UKI7,international_migration,2008,1900833,47380,25219,0.011658572846746663
631,Outer London - West and North West,UKI7,international_migration,2009,1932752,47819,25905,0.011338236876743627
632,Outer London - West and North West,UKI7,international_migration,2010,1967549,45836,20035,0.013113269351868746
633,Outer London - West and North West,UKI7,international_migration,2011,1989348,36965,22968,0.007035973595368935
634,Outer London - West and North West,UKI7,international_migration,2012,2008934,34923,19122,0.007865365412701462
635,Outer London - West and North West,UKI7,international_migration,2013,2030705,44603,20815,0.011714158383418567
636,Outer London - West and North West,UKI7,international_migration,2014,2049916,47951,18867,0.014187898430960098
637,Outer London - West and North West,UKI7,international_migration,2015,2068056,48217,20399,0.013451279849288414
638,Outer London - West and North West,UKI7,international_migration,2016,2075644,43389,22135,0.010239713553962047
639,Outer London - West and North West,UKI7,international_migration,2017,2087576,41378,16848,0.011750470402035662
640,Shropshire and Staffordshire,UKG2,internal_migration,2008,1554097,57722,58451,-0.0004690826891757722
641,Shropshire and Staffordshire,UKG2,internal_migration,2009,1562817,59996,59373,0.0003986391240945037
642,Shropshire and Staffordshire,UKG2,internal_migration,2010,1572204,60096,59795,0.0001914509821880621
643,Shropshire and Staffordshire,UKG2,internal_migration,2011,1578058,62462,62447,9.505354049090717e-06
644,Shropshire and Staffordshire,UKG2,internal_migration,2012,1584758,63372,61539,0.0011566434749027928
645,Shropshire and Staffordshire,UKG2,internal_migration,2013,1591368,65582,64658,0.0005806325124044218
646,Shropshire and Staffordshire,UKG2,internal_migration,2014,1597816,64343,62864,0.0009256384965477877
647,Shropshire and Staffordshire,UKG2,internal_migration,2015,1608208,65207,62174,0.001885950076109558
648,Shropshire and Staffordshire,UKG2,internal_migration,2016,1619430,78530,72701,0.0035994146088438525
649,Shropshire and Staffordshire,UKG2,internal_migration,2017,1629125,77756,71002,0.004145783779636308
650,Shropshire and Staffordshire,UKG2,international_migration,2008,1554097,5770,4145,0.001045623278341056
651,Shropshire and Staffordshire,UKG2,international_migration,2009,1562817,5305,3116,0.0014006758308874295
652,Shropshire and Staffordshire,UKG2,international_migration,2010,1572204,6427,3296,0.0019914718446206727
653,Shropshire and Staffordshire,UKG2,international_migration,2011,1578058,5334,3289,0.0012958966020260344
654,Shropshire and Staffordshire,UKG2,international_migration,2012,1584758,5311,3665,0.0010386443860829224
655,Shropshire and Staffordshire,UKG2,international_migration,2013,1591368,6239,3570,0.0016771733502244609
656,Shropshire and Staffordshire,UKG2,international_migration,2014,1597816,7364,3606,0.0023519604259814647
657,Shropshire and Staffordshire,UKG2,international_migration,2015,1608208,7988,3242,0.002951110801587854
658,Shropshire and Staffordshire,UKG2,international_migration,2016,1619430,6827,2878,0.002438512316061824
659,Shropshire and Staffordshire,UKG2,international_migration,2017,1629125,7585,4132,0.0021195426993017726
660,South Yorkshire,UKE3,internal_migration,2008,1323855,42139,43951,-0.0013687299590967289
661,South Yorkshire,UKE3,internal_migration,2009,1332871,42263,44404,-0.0016063069869477241
662,South Yorkshire,UKE3,internal_migration,2010,1343805,42873,44194,-0.0009830295318145118
663,South Yorkshire,UKE3,internal_migration,2011,1352382,45433,45926,-0.000364541971129459
664,South Yorkshire,UKE3,internal_migration,2012,1358520,43617,46174,-0.00188219533021229
665,South Yorkshire,UKE3,internal_migration,2013,1366088,46643,47751,-0.0008110751283958281
666,South Yorkshire,UKE3,internal_migration,2014,1375457,46520,47514,-0.0007226689020449203
667,South Yorkshire,UKE3,internal_migration,2015,1385413,46775,46863,-6.351896510282494e-05
668,South Yorkshire,UKE3,internal_migration,2016,1393445,55111,55376,-0.0001901761461701036
669,South Yorkshire,UKE3,internal_migration,2017,1402918,57563,56078,0.0010585080525019994
670,South Yorkshire,UKE3,international_migration,2008,1323855,9519,4588,0.0037247281613167604
671,South Yorkshire,UKE3,international_migration,2009,1332871,8834,3121,0.004286236252420527
672,South Yorkshire,UKE3,international_migration,2010,1343805,10342,3747,0.004907706103192055
673,South Yorkshire,UKE3,international_migration,2011,1352382,9169,4797,0.003232814397115608
674,South Yorkshire,UKE3,international_migration,2012,1358520,9458,4444,0.0036907811441863206
675,South Yorkshire,UKE3,international_migration,2013,1366088,10166,5342,0.0035312512810302117
676,South Yorkshire,UKE3,international_migration,2014,1375457,11877,4109,0.005647577496061309
677,South Yorkshire,UKE3,international_migration,2015,1385413,11786,4931,0.004947983020225738
678,South Yorkshire,UKE3,international_migration,2016,1393445,10644,4966,0.004074793048882446
679,South Yorkshire,UKE3,international_migration,2017,1402918,11003,4903,0.004348080215664778
680,Southern Scotland,UKM9,internal_migration,2008,949360,24731,22389,0.0024669250863739783
681,Southern Scotland,UKM9,internal_migration,2009,950770,23897,21841,0.0021624577973642415
682,Southern Scotland,UKM9,internal_migration,2010,952950,23898,21810,0.002191090823233118
683,Southern Scotland,UKM9,internal_migration,2011,952110,24590,23258,0.001398998014935249
684,Southern Scotland,UKM9,internal_migration,2012,951210,25377,22995,0.0025041788879427256
685,Southern Scotland,UKM9,internal_migration,2013,950440,25505,23183,0.0024430789949917934
686,Southern Scotland,UKM9,internal_migration,2014,950520,26552,23918,0.0027711147582375963
687,Southern Scotland,UKM9,internal_migration,2015,951710,26508,23673,0.0029788485988378813
688,Southern Scotland,UKM9,internal_migration,2016,952800,27034,23304,0.003914777497900924
689,Southern Scotland,UKM9,internal_migration,2017,952750,27120,23190,0.004124901600629756
690,Southern Scotland,UKM9,international_migration,2008,949360,2244,2782,-0.0005666975646751495
691,Southern Scotland,UKM9,international_migration,2009,950770,2169,2704,-0.0005627018101118041
692,Southern Scotland,UKM9,international_migration,2010,952950,1935,1809,0.00013222099795372265
693,Southern Scotland,UKM9,international_migration,2011,952110,1579,2706,-0.0011836867588829022
694,Southern Scotland,UKM9,international_migration,2012,951210,1113,2637,-0.0016021698678525247
695,Southern Scotland,UKM9,international_migration,2013,950440,1262,2583,-0.0013898825806994656
696,Southern Scotland,UKM9,international_migration,2014,950520,1501,1903,-0.00042292639818204773
697,Southern Scotland,UKM9,international_migration,2015,951710,1849,1741,0.00011347994662239548
698,Southern Scotland,UKM9,international_migration,2016,952800,1558,1810,-0.00026448362720403023
699,Southern Scotland,UKM9,international_migration,2017,952750,1440,2220,-0.0008186827604303332
700,"Surrey, East and West Sussex",UKJ2,internal_migration,2008,2695658,147744,138063,0.003591330947768597
701,"Surrey, East and West Sussex",UKJ2,internal_migration,2009,2722104,157340,145660,0.00429079858815093
702,"Surrey, East and West Sussex",UKJ2,internal_migration,2010,2744447,155074,144196,0.0039636400338574585
703,"Surrey, East and West Sussex",UKJ2,internal_migration,2011,2766818,165149,153612,0.0041697719184998795
704,"Surrey, East and West Sussex",UKJ2,internal_migration,2012,2789971,160398,148101,0.0044075726952000575
705,"Surrey, East and West Sussex",UKJ2,internal_migration,2013,2815760,169868,158916,0.0038895360400034093
706,"Surrey, East and West Sussex",UKJ2,internal_migration,2014,2840001,167575,158155,0.0033169002405280842
707,"Surrey, East and West Sussex",UKJ2,internal_migration,2015,2864574,166116,158247,0.0027470053138791317
708,"Surrey, East and West Sussex",UKJ2,internal_migration,2016,2878088,181549,176800,0.0016500537857077338
709,"Surrey, East and West Sussex",UKJ2,internal_migration,2017,2893771,183958,178580,0.0018584746339637794
710,"Surrey, East and West Sussex",UKJ2,international_migration,2008,2695658,23494,18840,0.0017264801395429242
711,"Surrey, East and West Sussex",UKJ2,international_migration,2009,2722104,21705,13132,0.003149402080155644
712,"Surrey, East and West Sussex",UKJ2,international_migration,2010,2744447,22675,17309,0.001955220851413782
713,"Surrey, East and West Sussex",UKJ2,international_migration,2011,2766818,21639,16613,0.0018165271441778967
714,"Surrey, East and West Sussex",UKJ2,international_migration,2012,2789971,20162,13602,0.0023512789201034705
715,"Surrey, East and West Sussex",UKJ2,international_migration,2013,2815760,22708,11960,0.003817086683524164
716,"Surrey, East and West Sussex",UKJ2,international_migration,2014,2840001,24216,12714,0.004049998573944164
717,"Surrey, East and West Sussex",UKJ2,international_migration,2015,2864574,25039,11875,0.00459544770007687
718,"Surrey, East and West Sussex",UKJ2,international_migration,2016,2878088,21720,13636,0.002808809181651152
719,"Surrey, East and West Sussex",UKJ2,international_migration,2017,2893771,25322,15242,0.0034833440517580694
720,Tees Valley and Durham,UKC1,internal_migration,2008,1166314,36525,37951,-0.001222655305518068
721,Tees Valley and Durham,UKC1,internal_migration,2009,1171381,36723,37044,-0.00027403551875948134
722,Tees Valley and Durham,UKC1,internal_migration,2010,1176022,36598,37474,-0.0007448840242784574
723,Tees Valley and Durham,UKC1,internal_migration,2011,1178214,37642,39633,-0.0016898458174830718
724,Tees Valley and Durham,UKC1,internal_migration,2012,1181615,38543,39379,-0.0007075062520364078
725,Tees Valley and Durham,UKC1,internal_migration,2013,1184572,39030,39940,-0.000768209952624239
726,Tees Valley and Durham,UKC1,internal_migration,2014,1187605,39874,39773,8.504511180064079e-05
727,Tees Valley and Durham,UKC1,internal_migration,2015,1192728,39690,39212,0.0004007619507549081
728,Tees Valley and Durham,UKC1,internal_migration,2016,1196159,46042,45253,0.0006596113058548236
729,Tees Valley and Durham,UKC1,internal_migration,2017,1201264,47257,46709,0.00045618615058804727
730,Tees Valley and Durham,UKC1,international_migration,2008,1166314,4935,2905,0.0017405261361863101
731,Tees Valley and Durham,UKC1,international_migration,2009,1171381,4879,2550,0.0019882514741147413
732,Tees Valley and Durham,UKC1,international_migration,2010,1176022,6006,3397,0.002218495912491433
733,Tees Valley and Durham,UKC1,international_migration,2011,1178214,4101,2937,0.000987935977674684
734,Tees Valley and Durham,UKC1,international_migration,2012,1181615,4301,2102,0.0018610122586460057
735,Tees Valley and Durham,UKC1,international_migration,2013,1184572,4983,3371,0.001360829058934366
736,Tees Valley and Durham,UKC1,international_migration,2014,1187605,5398,3078,0.001953511478985016
737,Tees Valley and Durham,UKC1,international_migration,2015,1192728,5850,2058,0.003179266354105882
738,Tees Valley and Durham,UKC1,international_migration,2016,1196159,5284,2900,0.0019930460749783266
739,Tees Valley and Durham,UKC1,international_migration,2017,1201264,6347,1459,0.004069047270208713
740,West Central Scotland,UKM8,internal_migration,2008,1457490,39210,40882,-0.0011471776821796375
741,West Central Scotland,UKM8,internal_migration,2009,1464120,37303,40200,-0.001978662951124225
742,West Central Scotland,UKM8,internal_migration,2010,1473120,38000,39914,-0.0012992831541218637
743,West Central Scotland,UKM8,internal_migration,2011,1475210,39721,42223,-0.0016960297178028891
744,West Central Scotland,UKM8,internal_migration,2012,1475700,41641,43016,-0.0009317611980754896
745,West Central Scotland,UKM8,internal_migration,2013,1480590,43531,43335,0.0001323796594600801
746,West Central Scotland,UKM8,internal_migration,2014,1488150,46406,46021,0.0002587104794543561
747,West Central Scotland,UKM8,internal_migration,2015,1500760,47856,44479,0.0022501932354273835
748,West Central Scotland,UKM8,internal_migration,2016,1509070,47223,44113,0.002060871927743577
749,West Central Scotland,UKM8,internal_migration,2017,1515160,48220,45460,0.001821589799097125
750,West Central Scotland,UKM8,international_migration,2008,1457490,12269,6786,0.0037619469087266464
751,West Central Scotland,UKM8,international_migration,2009,1464120,12540,6791,0.003926590716607928
752,West Central Scotland,UKM8,international_migration,2010,1473120,12171,4653,0.005103453893776475
753,West Central Scotland,UKM8,international_migration,2011,1475210,9882,7036,0.0019292168572610001
754,West Central Scotland,UKM8,international_migration,2012,1475700,8166,7033,0.0007677712272142034
755,West Central Scotland,UKM8,international_migration,2013,1480590,10231,6663,0.0024098501273141113
756,West Central Scotland,UKM8,international_migration,2014,1488150,12033,4728,0.004908779356919665
757,West Central Scotland,UKM8,international_migration,2015,1500760,13691,4752,0.005956315466830139
758,West Central Scotland,UKM8,international_migration,2016,1509070,11424,5688,0.003801016520108411
759,West Central Scotland,UKM8,international_migration,2017,1515160,11470,6470,0.0032999815201034876
760,West Midlands,UKG3,internal_migration,2008,2687116,97244,106484,-0.003438630859255797
761,West Midlands,UKG3,internal_migration,2009,2711938,99306,109079,-0.0036036959547010292
762,West Midlands,UKG3,internal_migration,2010,2739733,98645,107854,-0.0033612764455514463
763,West Midlands,UKG3,internal_migration,2011,2761887,107910,115655,-0.0028042421721091414
764,West Midlands,UKG3,internal_migration,2012,2781753,107199,113695,-0.002335218116058471
765,West Midlands,UKG3,internal_migration,2013,2805891,111839,118081,-0.0022246053036272615
766,West Midlands,UKG3,internal_migration,2014,2834490,110496,116780,-0.0022169773045591975
767,West Midlands,UKG3,internal_migration,2015,2870551,111736,117153,-0.0018870941502171534
768,West Midlands,UKG3,internal_migration,2016,2897303,134417,142592,-0.002821589595565255
769,West Midlands,UKG3,internal_migration,2017,2916458,134460,147481,-0.004464662271837962
770,West Midlands,UKG3,international_migration,2008,2687116,26295,15471,0.00402811043512822
771,West Midlands,UKG3,international_migration,2009,2711938,27375,12826,0.005364798162789858
772,West Midlands,UKG3,international_migration,2010,2739733,32608,16276,0.00596116482883551
773,West Midlands,UKG3,international_migration,2011,2761887,24324,12980,0.004107336759251917
774,West Midlands,UKG3,international_migration,2012,2781753,24977,14811,0.003654530075100126
775,West Midlands,UKG3,international_migration,2013,2805891,28434,14790,0.004862626523981153
776,West Midlands,UKG3,international_migration,2014,2834490,34997,14177,0.007345236709249283
777,West Midlands,UKG3,international_migration,2015,2870551,38518,12513,0.009059236362635606
778,West Midlands,UKG3,international_migration,2016,2897303,30997,10614,0.007035163391609369
779,West Midlands,UKG3,international_migration,2017,2916458,35534,15771,0.00677637051519343
780,West Wales and The Valleys,UKL1,internal_migration,2008,1922374,63470,63433,1.924703517629764e-05
781,West Wales and The Valleys,UKL1,internal_migration,2009,1927348,64880,63203,0.0008701075259890793
782,West Wales and The Valleys,UKL1,internal_migration,2010,1933537,63443,62493,0.0004913275515286234
783,West Wales and The Valleys,UKL1,internal_migration,2011,1939044,69328,66414,0.001502802411910199
784,West Wales and The Valleys,UKL1,internal_migration,2012,1942030,66276,66359,-4.273878364391899e-05
785,West Wales and The Valleys,UKL1,internal_migration,2013,1946990,68199,67202,0.0005120724811118701
786,West Wales and The Valleys,UKL1,internal_migration,2014,1950614,67572,66279,0.0006628682045755849
787,West Wales and The Valleys,UKL1,internal_migration,2015,1957966,69695,66334,0.0017165773052238906
788,West Wales and The Valleys,UKL1,internal_migration,2016,1963403,73929,69197,0.0024101012374942894
789,West Wales and The Valleys,UKL1,internal_migration,2017,1970608,75985,69352,0.003365966239860997
790,West Wales and The Valleys,UKL1,international_migration,2008,1922374,7518,5305,0.0011511807795985588
791,West Wales and The Valleys,UKL1,international_migration,2009,1927348,6912,7222,-0.00016084277463125496
792,West Wales and The Valleys,UKL1,international_migration,2010,1933537,6040,4909,0.0005849383797672348
793,West Wales and The Valleys,UKL1,international_migration,2011,1939044,6469,5133,0.0006889993213150398
794,West Wales and The Valleys,UKL1,international_migration,2012,1942030,6446,2677,0.001940752717517237
795,West Wales and The Valleys,UKL1,international_migration,2013,1946990,7204,3912,0.0016908150529792141
796,West Wales and The Valleys,UKL1,international_migration,2014,1950614,8066,4197,0.001983478022817431
797,West Wales and The Valleys,UKL1,international_migration,2015,1957966,8129,3002,0.002618533723261793
798,West Wales and The Valleys,UKL1,international_migration,2016,1963403,7298,4220,0.0015676863079052033
799,West Wales and The Valleys,UKL1,international_migration,2017,1970608,8217,4208,0.00203439750574442
800,West Yorkshire,UKE4,internal_migration,2008,2197607,77163,80056,-0.0013164319189008771
801,West Yorkshire,UKE4,internal_migration,2009,2212556,76085,81013,-0.002227288258466678
802,West Yorkshire,UKE4,internal_migration,2010,2227371,76035,80513,-0.0020104419066244465
803,West Yorkshire,UKE4,internal_migration,2011,2240388,81455,84843,-0.001512238058764821
804,West Yorkshire,UKE4,internal_migration,2012,2250644,78912,84311,-0.0023988689459550246
805,West Yorkshire,UKE4,internal_migration,2013,2261757,81834,86069,-0.0018724381089568862
806,West Yorkshire,UKE4,internal_migration,2014,2277796,82793,84708,-0.0008407249815172211
807,West Yorkshire,UKE4,internal_migration,2015,2295025,83441,84771,-0.0005795143843748978
808,West Yorkshire,UKE4,internal_migration,2016,2307035,95413,98694,-0.0014221717485863891
809,West Yorkshire,UKE4,internal_migration,2017,2320214,97745,101056,-0.0014270235417939898
810,West Yorkshire,UKE4,international_migration,2008,2197607,18442,11749,0.0030455854936756207
811,West Yorkshire,UKE4,international_migration,2009,2212556,17542,7685,0.004455028482894897
812,West Yorkshire,UKE4,international_migration,2010,2227371,18219,7723,0.004712281878501606
813,West Yorkshire,UKE4,international_migration,2011,2240388,14549,10014,0.0020242029505603493
814,West Yorkshire,UKE4,international_migration,2012,2250644,14287,9666,0.0020531901091420945
815,West Yorkshire,UKE4,international_migration,2013,2261757,16535,12500,0.0017840112797263366
816,West Yorkshire,UKE4,international_migration,2014,2277796,17730,9599,0.0035696787596430934
817,West Yorkshire,UKE4,international_migration,2015,2295025,18767,10544,0.0035829675058005905
818,West Yorkshire,UKE4,international_migration,2016,2307035,16658,10666,0.002597273123294618
819,West Yorkshire,UKE4,international_migration,2017,2320214,18080,9048,0.003892744376165302
